battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,px_height,px_width,ram,talk_time,touch_screen,wifi,price_range
1996,0,2.5,0,5,1,51,0.4,122,4,671,1445,2236,12,0,1,Mid
1092,0,2.7,1,8,0,45,0.8,185,1,1404,1424,1303,20,1,1,Mid_Low
1018,1,0.7,1,7,0,63,0.1,155,5,856,883,3048,2,0,1,Mid
545,0,0.5,0,0,1,11,0.3,131,3,381,1452,616,19,1,1,Low
554,1,1.3,0,0,0,12,0.1,105,6,85,806,3764,4,1,1,Mid
1264,0,2.9,1,2,1,34,0.2,171,3,562,849,419,3,1,1,Low
1030,0,1.6,1,3,1,58,0.2,138,6,1111,1812,2858,18,1,1,High
1432,1,1.7,1,6,1,39,0.3,164,4,209,947,504,10,1,0,Low
558,1,2.8,0,1,1,49,0.8,142,5,997,1605,392,8,1,1,Low
829,0,0.5,0,0,0,56,0.6,129,7,91,1916,820,11,0,1,Low
1741,1,1.8,0,0,0,14,0.7,143,8,730,1895,3387,3,0,0,High
1849,1,2.3,0,7,1,15,0.4,144,5,606,1123,3447,19,0,1,High
733,0,2.1,0,5,1,7,0.2,174,7,445,1409,1403,2,1,0,Low
1872,1,0.9,1,0,0,16,0.5,80,2,286,1484,2295,16,0,1,Mid
1853,0,0.5,1,1,0,27,0.3,197,6,985,1005,1973,8,0,1,Mid
1149,1,2.2,0,4,0,30,0.2,106,6,1617,1675,3755,8,0,0,High
891,0,0.5,1,9,1,25,0.3,196,2,375,1724,2073,10,0,1,Mid_Low
1911,1,2,0,7,1,64,0.6,163,8,1795,1958,3872,11,1,0,High
550,1,0.5,0,16,1,23,0.1,145,2,486,1930,302,8,0,0,Low
576,0,0.8,0,0,1,27,0.1,121,2,757,1518,1519,8,0,1,Mid_Low
1760,0,1.9,0,1,1,50,0.8,198,1,273,1704,2549,4,1,0,Mid
969,0,2.4,0,0,0,45,0.3,124,7,491,589,404,19,0,1,Low
1160,0,1.1,0,1,1,63,0.7,166,3,762,859,595,15,0,1,Low
827,0,1.1,1,2,1,18,0.9,160,2,448,821,1663,17,1,1,Low
1786,0,0.5,0,9,1,58,0.7,161,7,231,1671,2764,7,1,1,High
774,1,0.6,1,2,1,8,0.4,136,1,1713,1865,2614,14,1,1,Mid
819,1,2.5,1,0,1,11,0.2,83,8,438,822,1094,15,0,0,Low
1042,0,2.2,0,15,1,11,0.6,139,5,68,1018,2826,2,0,0,Mid
1368,0,3,1,10,0,50,0.2,97,7,698,829,2496,5,1,1,Mid
1592,0,2.1,0,6,1,50,0.1,181,2,510,522,2103,7,0,0,Mid_Low
1067,0,1.8,1,11,0,14,0.2,146,1,965,1009,966,13,0,1,Low
1892,1,0.7,0,5,0,47,0.4,110,4,1399,1564,2172,3,1,1,Mid
915,0,1.1,0,6,0,56,0.6,187,8,532,1448,905,12,1,0,Low
774,1,2.8,0,7,1,55,0.9,124,3,8,896,3916,12,1,0,High
1848,1,1.4,1,2,1,42,0.7,179,2,154,605,3902,3,0,1,High
1501,0,1.1,0,12,1,2,0.2,187,1,198,1056,2487,16,1,1,Mid
1614,0,1.9,0,8,1,55,0.3,188,3,860,1330,3914,13,0,0,High
911,1,2.9,0,0,0,46,0.1,181,5,461,670,363,17,1,0,Low
1520,0,0.5,0,1,1,24,0.7,199,5,109,1909,3233,4,0,1,High
1647,0,1.4,1,3,1,38,0.3,102,6,193,1185,2532,15,0,1,Mid
1347,0,0.9,1,8,1,53,0.8,108,6,961,1008,3836,14,0,1,High
967,1,1.6,0,4,0,25,0.6,92,8,243,1642,3076,18,1,1,Mid
1442,0,2.2,0,0,1,56,0.7,145,5,1626,1668,1513,7,1,0,Mid
1204,1,2.6,0,0,0,10,0.3,199,7,480,1482,1724,19,0,0,Mid_Low
1320,0,2.1,1,0,1,41,0.6,144,7,123,1229,542,14,1,0,Low
1800,1,0.7,0,2,1,8,0.4,100,7,400,823,3481,8,0,1,High
1567,0,2.1,1,3,0,22,0.8,153,3,190,1326,3991,10,0,0,High
1439,0,0.9,0,12,1,20,0.8,147,1,626,932,1790,15,0,1,Mid_Low
1422,0,1,0,15,0,3,0.1,112,1,1,926,509,3,1,1,Low
1591,1,2.2,1,4,1,52,1,161,3,548,1641,282,14,1,1,Low
880,0,1.7,0,2,0,6,0.6,198,4,632,660,3006,3,0,0,Mid
1929,1,0.5,1,0,1,19,1,163,6,349,1051,1913,6,1,0,Mid_Low
1642,1,1.6,1,0,0,5,0.4,102,5,1686,1889,1333,2,0,1,Mid
1511,0,2.5,1,3,0,21,0.2,114,3,1455,1982,3746,5,0,0,High
1312,0,1.3,0,5,1,10,0.6,163,2,95,893,3941,13,1,1,High
1852,0,1.4,0,4,1,10,0.7,196,1,580,1163,3970,11,0,1,High
972,1,1.3,0,8,0,44,0.7,82,7,297,589,3925,7,1,0,High
691,1,2.7,1,4,1,33,0.9,108,4,951,962,424,15,1,1,Low
807,0,0.5,0,9,0,8,0.3,158,5,667,697,1284,2,1,1,Low
1113,0,0.6,1,0,0,25,0.3,145,1,1047,1312,277,12,0,1,Low
721,1,1.3,1,10,0,16,0.9,125,1,408,1862,1713,4,1,1,Mid_Low
1188,1,1.5,1,0,0,54,0.3,198,6,1150,1469,485,7,1,0,Low
1512,1,0.5,0,1,0,52,0.1,131,1,333,952,3002,7,0,1,Mid
805,1,0.7,0,0,0,64,0.1,97,4,641,704,418,17,1,1,Low
918,0,0.9,1,1,0,8,0.1,123,7,653,671,1652,14,1,0,Mid_Low
1320,0,0.5,1,7,0,48,0.2,168,5,103,1583,2893,9,0,1,Mid
1236,0,0.9,1,2,1,57,0.1,188,1,517,809,1406,20,0,1,Low
1387,0,0.5,0,0,1,61,0.5,98,3,785,1151,629,11,1,0,Low
1883,1,2.7,1,6,1,30,0.5,95,2,531,791,3724,20,1,1,High
839,0,2,1,0,0,14,0.4,175,7,564,1391,3835,11,0,0,High
1593,1,1,0,0,1,52,0.7,130,8,761,1336,1354,13,1,1,Mid_Low
1722,1,1,0,7,0,25,0.8,88,6,1179,1638,2376,19,0,1,High
1954,0,0.6,1,8,0,7,0.9,126,3,673,690,3438,13,0,0,High
1788,1,0.5,1,15,1,2,0.3,150,6,472,1073,2655,4,0,1,Mid
1628,0,0.5,0,5,1,33,0.9,101,6,412,643,3361,13,0,0,High
1965,0,0.5,0,6,1,4,1,84,7,977,1660,3535,16,1,1,High
833,1,2.2,0,4,0,27,0.9,124,1,359,1395,2150,7,1,1,Mid_Low
571,0,0.6,0,1,1,43,0.5,141,3,224,783,2587,18,0,0,Mid_Low
1808,1,0.5,1,1,0,31,0.5,92,2,714,1208,2736,8,0,1,High
1860,0,0.5,1,2,1,55,0.7,83,6,195,799,676,4,0,1,Low
1368,1,1.6,1,4,0,9,0.1,115,7,843,1145,2941,17,1,0,High
1161,0,1.3,1,0,1,21,0.6,126,8,308,1169,3336,14,0,1,High
1224,1,1.6,0,9,0,33,1,157,1,522,563,3796,13,1,0,High
902,1,0.6,1,0,0,63,0.7,122,5,364,1360,3654,15,1,1,High
787,1,0.5,0,15,0,11,0.6,93,1,806,1423,2934,14,0,1,Mid
854,0,0.5,0,2,0,30,0.5,125,8,518,1152,2889,11,0,1,Mid
1184,0,1.5,1,1,1,48,0.6,191,1,519,1577,3315,14,1,1,High
1973,0,1.6,1,5,1,39,0.8,152,4,792,1181,1993,5,0,0,Mid
510,0,1.7,1,3,0,35,0.8,120,3,382,1228,2509,11,1,1,Mid_Low
966,0,2,0,8,1,34,0.5,118,2,214,1523,3534,11,1,1,High
1438,1,1.8,0,3,0,16,0.6,169,8,859,867,2246,15,0,0,Mid
1986,0,0.5,0,7,0,51,0.4,95,3,342,774,3165,13,0,0,High
1907,0,2,0,13,0,55,0.9,105,7,713,1513,286,17,0,1,Low
1489,0,2.4,1,8,0,32,0.6,200,1,172,812,776,8,0,0,Low
1843,1,1.8,1,13,1,16,0.7,134,6,118,580,3213,15,1,0,High
825,1,1.5,0,11,0,38,0.4,94,3,540,783,716,14,1,0,Low
1286,1,2.3,0,10,1,16,0.1,98,2,18,662,424,4,1,0,Low
840,0,0.6,0,0,1,63,0.8,137,7,987,1081,3486,18,1,0,High
757,0,2.3,1,5,1,58,0.2,163,4,535,697,3237,9,0,1,Mid
814,1,1.1,1,2,0,41,0.8,177,2,1092,1406,1944,12,0,0,Mid_Low
1195,1,1.1,1,2,1,8,0.9,80,6,327,1001,643,19,0,0,Low
767,0,0.8,0,7,1,10,0.5,107,4,517,1995,2317,12,1,1,Mid
1068,0,1.3,0,6,1,52,0.1,97,8,994,1500,1436,15,0,0,Mid_Low
994,1,2.8,1,0,0,56,0.5,173,3,491,530,3190,20,1,1,Mid
1550,1,2.5,0,6,0,21,0.8,133,2,268,832,2338,15,1,0,Mid
1878,1,0.5,0,9,0,29,0.6,85,8,210,1026,1334,2,0,0,Mid_Low
623,0,2,0,2,0,6,0.1,127,3,144,672,3657,19,1,0,Mid
1829,1,0.5,0,0,1,15,0.4,160,5,729,1267,2080,12,0,1,Mid
525,0,2.4,1,11,0,35,0.8,190,7,82,670,1609,3,0,0,Low
1065,1,0.5,0,0,1,14,0.7,89,2,188,928,3078,18,0,1,Mid
1425,0,1.2,0,9,1,35,0.7,127,8,150,1897,590,6,1,1,Low
1296,0,1.4,1,3,0,11,0.2,129,7,1222,1382,2552,10,1,1,Mid
642,0,2.8,0,3,0,34,0.8,197,2,331,1011,3355,13,0,0,Mid
1664,1,2.9,1,9,1,15,0.5,177,7,1178,1929,1968,9,0,0,Mid
1498,1,0.7,0,3,1,8,0.1,170,7,347,1076,3358,19,0,0,High
981,1,1.9,1,0,0,2,0.1,136,3,75,688,1539,19,0,0,Low
1236,1,2.8,0,6,1,32,0.3,143,4,492,1403,942,14,1,1,Low
1673,0,2.8,1,7,0,9,0.1,187,3,65,734,3669,10,0,1,High
712,1,1.6,0,6,1,9,0.8,172,2,881,1234,3612,4,0,0,High
569,1,0.5,1,10,1,4,0.8,170,3,351,1159,2351,10,1,0,Mid_Low
603,1,0.7,1,0,1,64,0.2,156,6,1842,1968,604,8,1,1,Low
1332,0,0.8,1,2,0,11,0.5,187,2,758,1165,1285,9,1,0,Mid_Low
1413,0,0.6,0,0,1,13,0.1,128,1,1323,1481,515,18,1,0,Low
1064,0,2.9,1,1,1,34,0.2,184,6,1175,1569,654,6,0,0,Low
1444,0,0.6,0,2,0,48,0.5,82,5,1092,1554,2540,15,1,1,High
1366,1,1.7,1,5,1,53,0.2,161,5,647,1876,3869,14,0,1,High
906,0,2.1,1,7,0,18,0.1,136,2,1102,1793,3412,16,0,0,High
1554,0,2.7,1,3,1,47,0.7,185,5,319,1367,509,19,0,0,Low
1187,0,2.3,0,0,1,21,0.2,122,6,215,1125,2547,5,1,0,Mid
1156,1,2.7,1,1,1,30,0.9,173,3,945,1913,2735,13,0,1,Mid
1918,0,2.8,0,1,0,22,0.3,139,1,381,1203,1369,6,1,1,Mid_Low
841,1,0.5,1,8,0,39,0.1,199,6,546,828,2942,16,1,1,Mid
730,1,1.3,1,6,0,6,0.9,167,7,1096,1155,2812,17,0,0,Mid
878,1,1.3,0,13,1,31,0.5,153,4,575,618,3497,11,1,0,Mid
1059,0,0.5,1,0,0,50,0.7,182,8,519,1545,619,18,1,1,Low
1578,0,2.9,0,8,0,3,0.9,200,1,342,670,3483,16,0,0,High
1829,0,1.7,0,0,0,36,0.8,112,5,291,563,1475,7,0,0,Mid_Low
1132,0,1,0,0,0,8,0.1,157,1,1091,1293,1950,6,1,1,Mid_Low
1652,0,0.6,1,4,1,40,1,198,7,352,1084,3592,6,0,0,High
912,0,0.5,1,0,0,58,0.3,107,5,165,1723,3573,20,1,0,High
1181,0,2.3,0,12,1,61,0.6,116,2,385,831,2020,18,1,0,Mid_Low
1497,1,0.7,0,5,0,32,0.7,92,3,1920,1933,1329,7,1,0,Mid
1790,1,2.3,1,3,1,49,0.5,100,3,396,1980,3568,18,0,1,High
1742,1,1.6,0,3,0,49,0.8,100,1,1134,1469,1947,6,0,1,Mid
1549,1,0.5,0,4,0,8,0.4,158,5,721,1514,1998,15,1,0,Mid
1372,1,2.7,0,7,0,34,0.4,193,4,687,937,725,20,0,0,Low
1112,0,0.5,0,0,1,12,0.9,190,4,777,1119,3302,20,1,1,High
1005,0,0.5,0,0,0,46,0.4,133,8,176,1556,3884,20,1,1,High
783,1,1.7,1,9,1,27,0.3,150,6,458,1263,1185,6,1,1,Low
1698,0,2.5,0,10,1,26,0.4,105,2,485,1819,1656,17,0,1,Mid
899,1,2.7,0,3,1,53,0.3,192,4,641,1638,2870,10,0,1,Mid
1062,0,1.5,0,3,0,45,0.2,151,3,798,1435,911,9,0,0,Low
989,1,2,0,4,0,17,0.2,166,3,256,1394,3892,19,1,0,High
1983,1,1.2,1,6,1,27,0.6,125,1,370,1197,3897,10,1,1,High
1800,1,3,0,5,0,53,0.3,87,1,191,1108,656,18,0,1,Low
1254,0,1.7,0,0,1,45,0.4,146,3,1571,1956,606,2,1,1,Mid_Low
868,0,1.7,0,0,0,30,0.8,83,4,276,1026,1653,17,0,0,Mid_Low
1205,0,0.5,1,3,0,12,0.6,175,4,573,614,860,14,0,1,Low
1284,1,2.8,1,0,0,10,0.9,155,2,160,516,2197,9,1,1,Mid_Low
626,0,0.7,1,2,1,23,0.5,187,2,90,1334,3458,11,0,1,Mid
1763,0,2.9,1,1,1,53,0.2,101,4,138,806,2066,17,1,1,Mid_Low
694,1,1.8,1,15,0,36,0.4,193,4,983,1230,3676,5,0,1,High
1265,0,0.6,1,4,1,49,0.5,90,1,275,687,1518,8,0,1,Mid_Low
816,1,0.5,0,4,0,14,0.9,198,3,149,558,1018,15,0,0,Low
904,0,1.8,0,3,1,35,0.4,168,3,42,507,1360,11,0,0,Low
979,0,0.5,1,0,1,5,0.5,164,7,793,1670,3449,14,0,0,High
1531,0,2,0,0,1,60,0.4,162,6,625,765,2524,7,0,0,Mid
934,0,2,1,2,0,30,0.7,182,8,521,1190,703,7,0,1,Low
1624,1,2.6,1,0,0,58,1,200,3,1530,1744,1251,18,1,1,Mid_Low
874,0,1.3,0,5,0,8,0.5,185,1,442,1248,582,15,0,0,Low
1027,1,2.2,0,0,0,63,0.8,102,5,152,714,1732,13,1,1,Mid_Low
1966,0,0.8,1,15,1,48,0.2,144,1,1242,1973,1252,19,1,1,Mid
1048,1,1.5,0,2,1,29,1,182,1,29,1670,2146,2,0,0,Mid_Low
1496,1,1.9,1,13,0,38,0.1,126,4,501,506,1927,6,0,1,Mid_Low
959,1,1.7,0,15,0,13,0.4,155,4,87,736,3328,10,1,1,Mid
1349,1,2.2,1,5,0,55,0.1,105,7,648,1019,2462,17,0,1,Mid
1689,1,2.4,1,0,1,13,0.9,168,2,521,674,1172,17,1,1,Low
1558,1,2.4,0,0,1,27,0.1,146,1,120,1409,3598,12,0,1,High
582,0,0.5,1,3,0,27,0.2,168,3,985,1420,2437,2,1,1,Mid
1485,0,2.8,0,3,1,44,0.1,138,4,341,774,3271,8,1,0,High
1991,1,1.8,0,11,0,9,0.7,94,3,751,1377,1511,9,0,0,Mid_Low
553,0,0.5,1,2,1,23,0.5,119,3,993,1517,2981,14,0,0,Mid
1231,0,0.7,1,2,0,7,0.9,113,1,43,1663,3119,15,1,0,High
805,0,0.8,0,1,0,34,0.6,88,6,1262,1538,3647,9,0,1,High
764,1,1.2,1,1,0,13,1,152,8,361,511,3148,6,1,0,Mid
894,0,0.9,0,5,1,54,0.2,130,3,104,541,2829,13,0,1,Mid
1589,0,2.6,0,9,0,46,0.4,84,3,618,940,2373,20,1,0,Mid
1456,0,1.6,1,9,1,39,0.1,80,8,815,1666,3998,13,1,0,High
743,0,0.5,1,0,1,33,0.3,95,2,1587,1659,316,4,0,0,Low
1061,1,2.1,0,3,1,52,0.1,109,7,138,1330,999,9,1,0,Low
1428,1,1.6,0,0,0,7,0.1,153,4,584,983,1808,13,1,0,Mid_Low
674,1,2.8,1,0,1,8,0.2,93,3,750,772,589,4,1,0,Low
832,0,1.1,0,0,1,46,0.3,93,6,820,1366,3317,19,1,0,High
1625,1,0.5,1,2,1,50,0.1,107,8,8,1219,670,8,0,0,Low
907,0,1.4,1,3,0,42,0.2,151,1,171,507,584,6,0,0,Low
1631,0,0.5,0,2,1,13,0.5,166,2,960,1735,2173,8,1,0,Mid
1584,1,1.3,0,6,0,41,0.6,135,4,160,1291,1561,17,0,1,Mid_Low
1382,1,0.5,0,7,1,13,0.3,199,2,612,719,2073,9,0,1,Mid_Low
633,1,1.4,0,0,1,46,0.7,102,6,709,1915,1401,11,1,0,Mid_Low
1444,1,2.1,0,9,0,38,0.4,104,7,624,917,3764,10,0,0,High
852,1,1.6,1,6,1,54,0.4,147,5,538,730,1275,12,0,1,Low
922,1,0.7,0,0,1,47,1,157,8,1295,1808,1464,12,0,1,Mid_Low
1745,0,1.5,1,4,1,57,0.1,159,3,1164,1908,2885,5,1,1,High
862,0,2.3,0,9,1,6,0.1,107,8,829,1977,3458,9,1,1,High
1754,1,2.1,1,1,1,52,1,101,4,199,1452,3019,19,0,1,High
1008,0,2.5,0,3,0,36,1,109,1,825,1972,1083,6,0,0,Mid_Low
1569,0,0.5,1,3,0,33,0.2,147,1,519,930,3538,15,0,1,High
1596,0,2.9,1,7,0,7,0.7,149,2,169,1190,2493,13,1,1,Mid
1807,1,0.5,1,2,1,61,0.1,134,6,1734,1968,3726,15,0,0,High
1660,0,2.8,1,4,0,7,0.8,184,1,76,1165,1531,7,0,0,Mid_Low
1861,1,0.9,0,4,1,55,0.5,148,7,1698,1877,601,4,0,0,Mid_Low
648,0,1.9,1,4,0,8,1,91,5,819,1997,2991,4,0,1,Mid
1379,0,0.5,1,1,0,19,0.3,134,8,387,671,3912,19,1,1,High
1910,1,1.7,0,0,0,34,0.6,115,2,985,1284,309,10,0,1,Low
1807,0,2,1,0,1,13,0.5,155,8,970,974,323,3,1,1,Low
1923,0,0.5,1,7,0,46,0.5,191,1,767,1759,1489,3,1,1,Mid_Low
1345,1,3,0,7,1,38,0.1,162,3,512,1465,1322,15,0,0,Mid_Low
904,0,1.6,1,5,1,14,0.2,102,8,56,760,1846,3,0,1,Mid_Low
1239,0,1.2,1,5,1,52,0.9,122,2,590,661,417,6,0,1,Low
1330,0,0.9,0,6,1,52,0.8,84,4,462,1304,3269,8,1,0,High
516,1,0.7,1,1,0,30,0.9,138,1,126,698,3731,15,0,0,Mid
672,1,0.5,1,0,0,54,0.9,95,4,578,1143,667,14,0,0,Low
892,1,0.5,0,0,1,47,0.4,94,1,655,1782,1241,9,0,1,Mid_Low
1778,0,0.5,0,0,1,23,0.5,101,6,1028,1445,3941,13,0,0,High
1130,1,2.5,0,4,1,58,0.1,132,5,88,1261,1018,16,0,0,Low
1359,0,0.6,0,4,0,59,0.3,86,2,1692,1902,3142,17,1,1,High
1866,1,2.5,1,3,1,47,0.8,89,5,358,1782,1444,20,0,0,Mid_Low
1597,0,2.3,0,11,0,34,0.4,89,1,64,1667,934,9,1,0,Low
1046,1,2.8,1,0,1,58,0.2,100,8,259,1040,3863,9,1,1,High
1035,0,0.6,1,2,1,44,0.5,99,3,236,1960,3506,12,1,0,High
1175,1,1.3,0,2,0,19,0.3,164,7,873,1394,1944,9,1,0,Mid_Low
1261,1,0.5,1,0,1,11,0.2,90,4,858,1591,348,14,0,1,Low
1068,0,0.7,1,9,0,51,0.5,124,4,1405,1910,550,6,1,0,Low
1713,0,3,1,5,1,20,0.9,104,7,237,890,971,10,0,0,Low
1688,0,2.5,0,0,1,21,0.2,170,7,650,864,3984,8,1,1,High
1413,1,0.5,1,4,1,45,0.4,104,5,1949,1994,2973,15,0,1,High
559,1,0.5,0,10,0,11,0.4,82,5,541,823,2019,16,1,1,Mid_Low
1483,1,2.6,1,13,0,19,0.6,146,7,361,1552,1587,19,0,0,Mid_Low
860,1,1.6,1,13,0,48,0.5,187,7,335,1463,1870,18,0,0,Mid_Low
1090,0,1.3,1,5,0,27,0.1,91,4,1638,1910,1352,11,1,0,Mid_Low
686,1,0.5,0,11,0,3,0.3,91,6,1109,1392,570,19,1,0,Low
818,0,1.3,0,14,0,43,0.9,177,6,111,510,546,7,1,1,Low
1456,0,1.6,1,5,0,49,0.2,193,3,1285,1427,3624,16,1,0,High
774,0,0.5,1,2,1,10,0.5,188,2,1480,1731,2944,2,1,1,Mid
1068,0,0.5,1,0,1,19,0.9,197,8,322,875,1209,12,1,0,Low
1373,1,1.9,1,1,1,29,0.9,141,6,1220,1348,2752,7,1,1,High
1777,1,3,0,3,0,20,0.6,188,6,511,616,3868,7,1,1,High
594,0,0.8,0,2,1,28,0.1,132,5,1011,1263,3087,4,1,1,Mid
1524,0,2.6,1,5,0,57,0.5,124,2,629,635,947,16,1,1,Low
511,1,0.6,1,12,0,50,0.1,175,3,140,622,1484,8,0,0,Low
1402,1,0.6,1,3,0,46,0.3,87,7,1081,1767,347,12,0,1,Low
965,1,0.5,0,15,0,53,1,131,8,297,653,3227,8,0,0,Mid
1270,1,2.3,0,0,0,58,0.5,104,5,1512,1716,3299,16,0,1,High
919,0,0.5,1,11,0,13,0.3,159,1,275,570,1028,17,0,0,Low
1963,1,1,0,16,1,34,0.1,157,2,1136,1813,714,2,0,1,Mid_Low
1977,0,1.3,1,2,0,31,0.4,173,8,1145,1356,2641,7,0,0,High
1881,0,2.2,0,4,0,51,0.3,158,5,477,1553,1229,14,0,0,Mid_Low
683,0,0.7,0,5,0,19,0.9,173,4,954,1985,2622,5,0,1,Mid
772,0,2.6,1,7,0,6,0.1,100,2,741,1471,929,18,1,1,Low
536,1,1.4,0,0,1,53,0.7,135,3,547,705,1211,7,0,1,Low
1694,0,1.8,0,0,0,53,1,186,6,1194,1208,1653,6,0,0,Mid
1633,0,1.7,1,3,1,33,0.9,111,2,146,906,511,7,1,0,Low
1371,0,0.5,0,4,0,52,0.5,167,4,471,663,3034,8,0,0,Mid
551,1,2.8,0,0,1,54,0.1,172,7,169,1916,1414,19,0,1,Low
1221,0,0.5,0,1,1,28,0.5,139,1,1895,1976,2438,10,1,1,High
1000,1,0.5,0,12,0,63,0.7,179,8,1537,1761,3744,7,0,1,High
1986,0,2.7,1,3,1,64,0.2,162,4,236,1520,1377,15,1,1,Mid_Low
1119,0,0.5,1,0,1,23,0.4,164,4,821,915,3520,7,0,0,High
1699,0,0.5,1,1,0,59,0.5,97,4,466,1768,3796,12,1,1,High
1099,0,0.5,0,13,1,61,0.3,146,3,393,1096,1699,3,1,1,Mid_Low
1576,0,2.6,0,7,0,58,0.2,90,3,400,631,336,13,1,1,Low
950,1,0.5,0,9,0,55,0.1,156,5,774,843,1095,13,1,0,Low
1081,1,2.5,1,13,0,49,1,99,3,284,519,325,6,0,1,Low
606,0,2.5,0,1,1,53,0.2,146,4,465,1152,1223,7,0,0,Low
502,0,1.5,1,7,0,37,0.2,199,2,705,1810,1649,14,1,0,Mid_Low
957,1,0.7,0,0,1,4,0.1,160,2,38,1682,1898,3,1,0,Mid_Low
1658,1,1.4,1,0,1,38,0.3,159,5,51,739,2609,19,0,0,Mid
1681,1,2.5,1,6,0,18,0.3,167,1,850,1005,2265,20,1,1,Mid
1983,1,0.5,1,3,0,43,1,87,6,349,676,2775,3,1,1,Mid
1753,0,1.2,0,8,1,12,0.9,113,7,387,1595,1445,12,1,1,Mid_Low
1632,1,1.4,0,0,0,41,0.1,132,4,706,1623,2614,15,0,0,Mid
1949,1,1.4,0,7,0,57,0.3,145,7,951,1178,356,19,0,0,Low
1696,0,1.7,0,1,0,13,0.9,97,3,179,772,523,4,1,1,Low
688,0,2.5,1,0,0,57,0.8,131,7,426,1964,3745,4,1,0,High
1104,0,1.7,0,1,1,60,0.4,199,2,653,1413,1229,3,1,1,Low
1122,0,2.8,0,0,0,28,0.6,184,3,1578,1963,1402,3,1,0,Mid_Low
504,1,0.5,1,2,1,46,0.9,172,5,280,1795,2085,8,0,0,Mid_Low
1154,0,0.5,0,12,1,14,0.7,156,7,251,1801,587,4,1,1,Low
1727,0,2.1,0,2,1,63,0.6,85,7,1463,1992,2457,7,0,1,High
1674,0,2.8,1,0,1,52,0.2,89,3,1432,1649,2030,6,0,0,Mid
1948,0,2.8,1,5,1,18,0.2,135,2,477,571,816,3,0,0,Low
1218,1,2.8,1,3,0,39,0.8,150,7,1122,1746,1667,12,0,0,Mid_Low
531,0,1.1,0,10,0,63,0.7,189,7,145,1903,2958,19,1,0,Mid
1057,0,2.1,0,4,0,5,0.5,154,5,416,1055,3705,13,0,0,High
576,0,1.2,0,1,0,30,0.8,162,8,847,893,2800,16,1,1,Mid
1960,1,2.1,0,1,0,7,0.2,165,7,868,877,3773,6,1,1,High
673,1,1.7,1,3,1,22,0.1,88,1,594,1088,2050,17,1,0,Mid_Low
718,0,0.7,1,0,1,21,0.8,88,1,518,830,1754,9,0,1,Mid_Low
864,0,1.7,0,3,1,35,0.3,103,3,663,1805,1904,13,1,1,Mid_Low
547,0,1.9,1,1,0,37,0.4,154,5,371,541,2705,10,1,0,Mid_Low
623,1,0.9,0,1,1,3,0.1,102,8,1749,1781,3537,3,0,1,High
1793,0,0.7,1,11,0,27,0.4,154,5,586,722,1370,19,0,1,Mid_Low
1720,1,0.7,1,0,0,19,0.1,137,2,409,646,1222,7,0,0,Mid_Low
812,0,0.5,1,1,0,64,1,106,4,35,1309,3102,2,0,0,Mid
980,1,0.5,0,0,1,33,0.9,160,6,1008,1758,2268,4,1,0,Mid
643,0,1,0,9,1,18,0.2,187,8,442,1079,2648,18,1,1,Mid_Low
1925,0,3,1,0,1,16,0.8,175,8,983,1087,2173,19,1,0,Mid
1408,1,2.5,0,3,0,32,0.1,151,4,875,982,3162,3,0,0,High
1522,1,0.7,1,4,0,28,0.2,124,1,952,1191,1368,17,0,1,Mid_Low
587,1,2.5,0,16,1,51,0.6,111,1,244,1361,2746,7,0,1,Mid
1959,0,0.5,1,5,0,18,0.7,191,6,65,1055,619,8,1,1,Low
1872,0,0.5,1,3,0,17,0.7,89,6,1749,1767,724,9,0,1,Mid_Low
1043,1,0.5,0,7,0,42,0.1,111,3,716,1626,912,6,1,0,Low
1809,0,0.5,0,6,0,23,0.7,123,6,433,1661,2784,20,1,1,High
1703,1,0.5,0,5,1,23,0.2,92,6,134,521,793,17,1,0,Low
1095,1,0.5,0,4,0,45,0.5,197,1,179,1247,560,10,1,0,Low
1414,0,2.6,0,1,0,27,0.6,137,4,804,1564,312,8,0,1,Low
1659,1,2.5,0,2,0,41,0.1,88,7,787,1515,545,9,1,1,Low
1540,0,0.7,1,1,0,60,0.8,197,7,704,822,1591,2,0,1,Mid_Low
1342,0,1,0,0,1,31,0.6,86,7,991,1638,2746,10,1,0,High
1189,1,2.3,0,13,0,8,0.5,198,3,379,932,893,13,1,0,Low
518,1,2.4,0,0,1,62,0.6,128,6,489,710,2514,7,1,1,Mid_Low
1449,0,0.8,1,3,1,10,0.2,144,1,1518,1883,1032,8,1,1,Mid_Low
516,0,1.1,1,0,1,39,0.4,91,5,855,1401,819,10,1,1,Low
1569,0,0.8,1,8,0,59,0.9,111,3,1261,1383,3672,15,0,1,High
1312,1,0.8,1,0,0,24,0.9,156,6,115,1791,3833,17,1,0,High
1893,1,0.5,1,1,0,23,0.1,179,8,1203,1432,1482,17,1,0,Mid
1076,0,2.5,0,3,0,14,0.2,105,5,545,1300,2043,14,0,0,Mid_Low
530,1,2.6,0,1,0,40,0.9,118,6,818,1090,1229,2,1,0,Low
1044,1,2.8,1,7,0,33,0.6,129,4,42,1262,1816,15,0,1,Mid_Low
1330,0,1.1,0,11,0,37,0.7,126,7,1103,1637,2166,4,0,0,Mid
1836,0,1.1,1,0,0,14,0.7,104,5,168,1068,2469,7,1,1,Mid
