price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,bedrooms^2,bathrooms^2,sqft_living^2,sqft_lot^2,floors^2,waterfront^2,view^2,condition^2,grade^2,sqft_above^2,sqft_basement^2,yr_built^2,yr_renovated^2,lat^2,long^2,sqft_living15^2,sqft_lot15^2
570000,3,1.75,2580,40392,1,0,0,3,9,1390,1190,1986,0,47.7637,-122.134,2460,46173,9,3.0625,6656400,1631513664,1,0,0,9,81,1932100,1416100,3944196,0,2281.371038,14916.71396,6051600,2131945929
174950,2,1,730,6000,1,0,0,3,6,730,0,1950,1985,47.3832,-122.3,1750,7200,4,1,532900,36000000,1,0,0,9,36,532900,0,3802500,3940225,2245.167642,14957.29,3062500,51840000
300000,2,1,760,3001,1,0,0,3,6,760,0,1913,0,47.5874,-122.311,1750,5000,4,1,577600,9006001,1,0,0,9,36,577600,0,3659569,0,2264.560639,14959.98072,3062500,25000000
435000,3,1.5,1740,6988,1,0,0,3,7,1600,140,1950,0,47.7211,-122.33,1650,7500,9,2.25,3027600,48832144,1,0,0,9,49,2560000,19600,3802500,0,2277.303385,14964.6289,2722500,56250000
840000,4,2.5,3420,8405,2,0,0,3,10,3420,0,2000,0,47.6328,-122.064,3230,8460,16,6.25,11696400,70644025,4,0,0,9,100,11696400,0,4000000,0,2268.883636,14899.6201,10432900,71571600
469000,5,2.5,2240,7543,1,0,0,3,7,1140,1100,1966,0,47.7756,-122.372,2110,7408,25,6.25,5017600,56896849,1,0,0,9,49,1299600,1210000,3865156,0,2282.507955,14974.90638,4452100,54878464
870000,4,1.75,1920,3600,2,0,0,4,8,1920,0,1907,0,47.6382,-122.368,1920,3600,16,3.0625,3686400,12960000,4,0,0,16,64,3686400,0,3636649,0,2269.398099,14973.92742,3686400,12960000
532000,4,1.75,2020,7029,1,0,0,4,7,1430,590,1979,0,47.6983,-122.127,1780,7200,16,3.0625,4080400,49406841,1,0,0,16,49,2044900,348100,3916441,0,2275.127823,14915.00413,3168400,51840000
455000,4,1.5,1880,11400,1,0,0,3,7,1280,600,1955,0,47.7718,-122.381,1880,11400,16,2.25,3534400,129960000,1,0,0,9,49,1638400,360000,3822025,0,2282.144875,14977.10916,3534400,129960000
201000,3,1,1010,25277,1,0,0,5,5,1010,0,1961,0,47.7242,-121.951,1570,213879,9,1,1020100,638926729,1,0,0,25,25,1020100,0,3845521,0,2277.599266,14872.0464,2464900,45744226641
649000,5,3.25,3990,13087,2,0,0,3,9,2400,1590,1991,0,47.3632,-122.061,2580,13633,25,10.5625,15920100,171269569,4,0,0,9,81,5760000,2528100,3964081,0,2243.272714,14898.88772,6656400,185858689
445500,2,1.75,1390,6670,1,0,0,3,6,720,670,1941,0,47.6914,-122.308,920,6380,4,3.0625,1932100,44488900,1,0,0,9,36,518400,448900,3767481,0,2274.469634,14959.24686,846400,40704400
475000,3,2,1230,11502,1,0,0,4,7,1230,0,1984,0,47.7017,-122.127,1660,11727,9,4,1512900,132296004,1,0,0,16,49,1512900,0,3936256,0,2275.452183,14915.00413,2755600,137522529
590000,4,2.5,2940,29013,2,0,0,3,10,2940,0,1992,0,47.7635,-122.044,3010,34071,16,6.25,8643600,841754169,4,0,0,9,100,8643600,0,3968064,0,2281.351932,14894.73794,9060100,1160833041
565000,4,1.5,2190,8296,2,0,0,3,7,2190,0,1935,1963,47.5158,-122.385,1160,8160,16,2.25,4796100,68823616,4,0,0,9,49,4796100,0,3744225,3853369,2257.75125,14978.08823,1345600,66585600
110000,1,1,640,10280,1,0,0,2,5,640,0,1920,0,47.5144,-122.368,1090,9000,1,1,409600,105678400,1,0,0,4,25,409600,0,3686400,0,2257.618207,14973.92742,1188100,81000000
375000,3,2.5,1670,7740,1,0,0,3,7,1130,540,1974,0,47.5222,-122.37,1220,7740,9,6.25,2788900,59907600,1,0,0,9,49,1276900,291600,3896676,0,2258.359493,14974.4169,1488400,59907600
255000,3,1.5,1240,8528,1,0,0,4,7,1240,0,1967,0,47.4478,-122.157,1570,8064,9,2.25,1537600,72726784,1,0,0,16,49,1537600,0,3869089,0,2251.293725,14922.33265,2464900,65028096
315000,5,1.75,1850,14800,1.5,0,0,3,6,1760,90,1937,0,47.4935,-122.321,1250,14800,25,3.0625,3422500,219040000,2.25,0,0,9,36,3097600,8100,3751969,0,2255.632542,14962.42704,1562500,219040000
496600,4,2.25,2020,8400,1,0,0,4,8,1350,670,1961,0,47.5488,-122.171,2060,8400,16,5.0625,4080400,70560000,1,0,0,16,64,1822500,448900,3845521,0,2260.888381,14925.75324,4243600,70560000
380000,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,47.5615,-122.272,1400,5465,9,1,1040400,23040000,1,0,0,9,49,1040400,0,3779136,0,2262.096282,14950.44198,1960000,29866225
338950,3,1.75,1610,22496,1,0,0,4,7,1610,0,1974,0,47.3443,-122.073,2050,35772,9,3.0625,2592100,506070016,1,0,0,16,49,2592100,0,3896676,0,2241.482742,14901.81733,4202500,1279635984
542500,5,3.5,2730,42500,1,0,0,3,8,1530,1200,1989,0,47.4587,-121.996,3180,37970,25,12.25,7452900,1806250000,1,0,0,9,64,2340900,1440000,3956121,0,2252.328206,14883.02402,10112400,1441720900
739000,5,2.5,2840,5000,1,0,0,4,7,1620,1220,1913,0,47.5817,-122.291,2200,5000,25,6.25,8065600,25000000,1,0,0,16,49,2624400,1488400,3659569,0,2264.018175,14955.08868,4840000,25000000
549000,4,1.75,1290,3060,2,0,0,4,7,1290,0,1906,0,47.6798,-122.348,1510,4080,16,3.0625,1664100,9363600,4,0,0,16,49,1664100,0,3632836,0,2273.363328,14969.0331,2280100,16646400
252000,3,2.25,1670,7881,1,0,0,4,7,1190,480,1977,0,47.4105,-122.18,1870,7820,9,5.0625,2788900,62110161,1,0,0,16,49,1416100,230400,3908529,0,2247.75551,14927.9524,3496900,61152400
1.70E+06,4,4.5,3860,15246,2,0,4,3,11,2940,920,2004,0,47.56,-122.161,3750,14790,16,20.25,14899600,232440516,4,0,16,9,121,8643600,846400,4016016,0,2261.9536,14923.30992,14062500,218744100
735000,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0,47.6782,-122.3,1560,5100,16,3.0625,6051600,26010000,2.25,0,0,25,49,2102500,1020100,3644281,0,2273.210755,14957.29,2433600,26010000
270000,4,2.5,1660,8063,1,0,0,4,7,1660,0,1978,0,47.3761,-122.32,1060,8437,16,6.25,2755600,65011969,1,0,0,16,49,2755600,0,3912484,0,2244.494851,14962.1824,1123600,71182969
2.25E+06,3,2.5,3420,8700,1,0,0,3,9,2890,530,1951,0,47.6352,-122.29,3370,8700,9,6.25,11696400,75690000,1,0,0,9,81,8352100,280900,3806401,0,2269.112279,14954.8441,11356900,75690000
155000,2,1,1010,43056,1.5,0,0,3,5,1010,0,1990,0,47.7105,-121.316,830,18297,4,1,1020100,1853819136,2.25,0,0,9,25,1020100,0,3960100,0,2276.29181,14717.57186,688900,334780209
469000,4,2.5,2240,5624,1,0,0,3,7,1520,720,1961,0,47.5574,-122.308,2240,7495,16,6.25,5017600,31629376,1,0,0,9,49,2310400,518400,3845521,0,2261.706295,14959.24686,5017600,56175025
305000,4,2.25,2340,5250,2,0,0,5,7,2340,0,1965,0,47.5183,-122.266,1540,5250,16,5.0625,5475600,27562500,4,0,0,25,49,5475600,0,3861225,0,2257.988835,14948.97476,2371600,27562500
675000,3,1.75,1920,4500,1,0,0,5,7,960,960,1924,0,47.6645,-122.357,1190,4000,9,3.0625,3686400,20250000,1,0,0,25,49,921600,921600,3701776,0,2271.90456,14971.23545,1416100,16000000
931000,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,47.6364,-122.351,2090,3400,9,6.25,6051600,43560000,2.25,0,0,16,64,2433600,810000,3721041,0,2269.226605,14969.7672,4368100,11560000
385000,3,1,1470,11398,1,0,0,3,8,1470,0,1950,0,47.746,-122.296,1710,11407,9,1,2160900,129914404,1,0,0,9,64,2160900,0,3802500,0,2279.680516,14956.31162,2924100,130119649
815000,3,2.5,3400,12442,2,0,0,3,9,3400,0,2001,0,47.5611,-122.032,3250,8635,9,6.25,11560000,154803364,4,0,0,9,81,11560000,0,4004001,0,2262.058233,14891.80902,10562500,74563225
531000,3,2.25,1910,8390,1,0,0,3,7,1910,0,1979,0,47.73,-122.216,2410,8390,9,5.0625,3648100,70392100,1,0,0,9,49,3648100,0,3916441,0,2278.1529,14936.75066,5808100,70392100
386500,4,1,1400,3600,1,0,0,4,6,700,700,1901,0,47.5972,-122.295,1690,3600,16,1,1960000,12960000,1,0,0,16,36,490000,490000,3613801,0,2265.493448,14956.06703,2856100,12960000
475580,3,1.75,1520,11085,1,0,0,3,8,1520,0,1983,0,47.646,-122.068,2310,9647,9,3.0625,2310400,122877225,1,0,0,9,64,2310400,0,3932289,0,2270.141316,14900.59662,5336100,93064609
358000,2,1,930,5077,1,0,0,3,6,930,0,1939,0,47.7095,-122.35,1080,5803,4,1,864900,25775929,1,0,0,9,36,864900,0,3759721,0,2276.19639,14969.5225,1166400,33674809
677500,5,1,2340,4730,2,0,0,3,8,1810,530,1918,0,47.5895,-122.385,2100,4970,25,1,5475600,22372900,4,0,0,9,64,3276100,280900,3678724,0,2264.76051,14978.08823,4410000,24700900
868500,3,2.5,2920,3942,3,0,0,3,10,2920,0,2008,0,47.531,-122.204,2920,3942,9,6.25,8526400,15539364,9,0,0,9,100,8526400,0,4032064,0,2259.195961,14933.81762,8526400,15539364
599380,3,1.75,1270,7350,1,0,0,4,7,1270,0,1967,0,47.6046,-122.168,1880,7350,9,3.0625,1612900,54022500,1,0,0,16,49,1612900,0,3869089,0,2266.197941,14925.02022,3534400,54022500
712000,4,2.25,2450,11960,1,0,0,3,10,2450,0,1979,0,47.6351,-122.06,2600,11960,16,5.0625,6002500,143041600,1,0,0,9,100,6002500,0,3916441,0,2269.102752,14898.6436,6760000,143041600
350000,5,1.75,1380,7620,1,0,0,3,7,1180,200,1955,0,47.5279,-122.345,1990,7620,25,3.0625,1904400,58064400,1,0,0,9,49,1392400,40000,3822025,0,2258.901278,14968.29903,3960100,58064400
875000,4,2,2520,6000,1,0,0,3,8,1400,1120,1921,2007,47.6767,-122.35,1580,3720,16,4,6350400,36000000,1,0,0,9,64,1960000,1254400,3690241,4028049,2273.067723,14969.5225,2496400,13838400
365000,3,2.25,2290,7350,2,0,0,3,8,2290,0,1988,0,47.429,-122.162,2170,7529,9,5.0625,5244100,54022500,4,0,0,9,64,5244100,0,3952144,0,2249.510041,14923.55424,4708900,56685841
452000,4,2,1660,6150,1,0,0,3,6,850,810,1945,0,47.5371,-122.368,1110,6250,16,4,2755600,37822500,1,0,0,9,36,722500,656100,3783025,0,2259.775876,14973.92742,1232100,39062500
915000,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,47.5862,-122.202,2800,9530,9,7.5625,7840000,95062500,1,0,0,25,49,1960000,1960000,3829849,0,2264.44643,14933.3288,7840000,90820900
482500,3,2.5,1690,3068,2,0,0,3,7,1690,0,2005,0,47.6763,-122.028,1690,3260,9,6.25,2856100,9412624,4,0,0,9,49,2856100,0,4020025,0,2273.029582,14890.83278,2856100,10627600
425000,3,1,1180,7200,1.5,0,0,4,7,1180,0,1949,0,47.7121,-122.333,2240,7875,9,1,1392400,51840000,2.25,0,0,16,49,1392400,0,3798601,0,2276.444486,14965.36289,5017600,62015625
460000,2,1.75,1390,4160,1,0,0,5,6,790,600,1916,0,47.6681,-122.324,1090,4160,4,3.0625,1932100,17305600,1,0,0,25,36,624100,360000,3671056,0,2272.247758,14963.16098,1188100,17305600
666570,4,2,2320,7400,1.5,0,0,5,7,1620,700,1913,0,47.5558,-122.269,1740,4000,16,4,5382400,54760000,2.25,0,0,25,49,2624400,490000,3659569,0,2261.554114,14949.70836,3027600,16000000
390000,3,2.25,2270,32112,1,0,0,4,8,1740,530,1980,0,47.3451,-122.094,2310,41606,9,5.0625,5152900,1031180544,1,0,0,16,64,3027600,280900,3920400,0,2241.558494,14906.94484,5336100,1731059236
650000,4,1.75,2640,8215,1,0,0,4,7,1500,1140,1966,0,47.5819,-122.125,2070,7875,16,3.0625,6969600,67486225,1,0,0,16,49,2250000,1299600,3865156,0,2264.037208,14914.51563,4284900,62015625
305000,3,2,1680,8487,1,0,0,3,7,1680,0,1993,0,47.1959,-122.01,2080,8560,9,4,2822400,72029169,1,0,0,9,49,2822400,0,3972049,0,2227.452977,14886.4401,4326400,73273600
250000,3,1,990,8100,1,0,0,3,6,990,0,1949,0,47.4839,-122.341,1210,8100,9,1,980100,65610000,1,0,0,9,36,980100,0,3798601,0,2254.720759,14967.32028,1464100,65610000
438800,4,2.5,2770,4432,2,0,0,3,9,2770,0,2004,0,47.4541,-122.117,2770,5423,16,6.25,7672900,19642624,4,0,0,9,81,7672900,0,4016016,0,2251.891607,14912.56169,7672900,29408929
290000,2,1,950,5650,1,0,0,5,6,950,0,1943,0,47.5149,-122.257,1250,5650,4,1,902500,31922500,1,0,0,25,36,902500,0,3775249,0,2257.665722,14946.77405,1562500,31922500
324950,4,2,2160,4800,2,0,0,4,7,1290,870,1929,0,47.4777,-122.212,1570,4800,16,4,4665600,23040000,4,0,0,16,49,1664100,756900,3721041,0,2254.131997,14935.77294,2464900,23040000
453000,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,0,47.6666,-122.367,1550,1558,9,6.25,2722500,3378244,4,0,0,16,49,1612900,144400,3964081,0,2272.104756,14973.68269,2402500,2427364
556000,3,1,1800,4005,1.5,0,0,4,7,1160,640,1929,0,47.6876,-122.38,1240,4005,9,1,3240000,16040025,2.25,0,0,16,49,1345600,409600,3721041,0,2274.107194,14976.8644,1537600,16040025
315000,3,2,1660,11135,1,0,0,3,8,1660,0,1971,0,47.4897,-121.787,1660,11560,9,4,2755600,123988225,1,0,0,9,64,2755600,0,3884841,0,2255.271606,14832.07337,2755600,133633600
445830,3,2.5,1870,5449,2,0,0,3,8,1870,0,2003,0,47.7557,-122.22,2000,7687,9,6.25,3496900,29691601,4,0,0,9,64,3496900,0,4012009,0,2280.606882,14937.7284,4000000,59089969
1.26E+06,3,3.5,3220,3960,2,0,4,3,10,2760,460,1991,0,47.5909,-122.384,3080,4444,9,12.25,10368400,15681600,4,0,16,9,100,7617600,211600,3964081,0,2264.893763,14977.84346,9486400,19749136
287200,3,3,1850,19966,1,0,0,4,7,1090,760,1992,0,47.3493,-122.034,1410,6715,9,9,3422500,398641156,1,0,0,16,49,1188100,577600,3968064,0,2241.95621,14892.29716,1988100,45091225
525000,4,1.5,1580,6360,1.5,0,0,3,7,1290,290,1945,0,47.6873,-122.286,1690,6360,16,2.25,2496400,40449600,2.25,0,0,9,49,1664100,84100,3783025,0,2274.078581,14953.8658,2856100,40449600
1.14E+06,4,4.25,4590,17621,2,0,0,3,10,3160,1430,2003,0,47.6973,-122.205,3800,12268,16,18.0625,21068100,310499641,4,0,0,9,100,9985600,2044900,4012009,0,2275.032427,14934.06203,14440000,150503824
381000,3,1.75,2700,18246,1,0,0,4,7,1510,1190,1967,0,47.4817,-122.097,1620,16986,9,3.0625,7290000,332916516,1,0,0,16,49,2280100,1416100,3869089,0,2254.511835,14907.67741,2624400,288524196
360000,3,1.75,1020,7020,1.5,0,0,4,7,1020,0,1953,0,47.7362,-122.314,1020,5871,9,3.0625,1040400,49280400,2.25,0,0,16,49,1040400,0,3814209,0,2278.74479,14960.7146,1040400,34468641
619000,5,3.5,2950,2932,3,0,0,3,8,2950,0,2004,0,47.5923,-122.298,1580,2047,25,12.25,8702500,8596624,9,0,0,9,64,8702500,0,4016016,0,2265.027019,14956.8008,2496400,4190209
535000,2,1.75,1780,224769,1,0,0,4,8,1780,0,1976,0,47.4158,-122.002,2060,71560,4,3.0625,3168400,50521103361,1,0,0,16,64,3168400,0,3904576,0,2248.25809,14884.488,4243600,5120833600
402000,2,1,710,5100,1,0,0,5,7,710,0,1905,0,47.6765,-122.381,1530,5100,4,1,504100,26010000,1,0,0,25,49,504100,0,3629025,0,2273.048652,14977.10916,2340900,26010000
600000,4,3.5,4300,70407,2,0,0,3,10,2710,1590,1992,0,47.4472,-122.092,3520,26727,16,12.25,18490000,4957145649,4,0,0,9,100,7344100,2528100,3968064,0,2251.236788,14906.45646,12390400,714332529
549950,3,2.5,2080,8690,1,0,0,3,8,1430,650,1974,0,47.4424,-122.344,2400,9625,9,6.25,4326400,75516100,1,0,0,9,64,2044900,422500,3896676,0,2250.781318,14968.05434,5760000,92640625
300000,4,2,2360,7440,1,0,0,3,7,1180,1180,1955,0,47.5044,-122.245,1680,7800,16,4,5569600,55353600,1,0,0,9,49,1392400,1392400,3822025,0,2256.668019,14943.84003,2822400,60840000
360000,6,2,2210,9870,2,0,0,4,7,2210,0,1969,1995,47.4751,-122.145,1390,9912,36,4,4884100,97416900,4,0,0,16,49,4884100,0,3876961,3980025,2253.88512,14919.40103,1932100,98247744
419000,7,3.25,4340,8521,2,0,0,3,7,2550,1790,1986,0,47.52,-122.338,1890,8951,49,10.5625,18835600,72607441,4,0,0,9,49,6502500,3204100,3944196,0,2258.1504,14966.58624,3572100,80120401
510000,3,3,1320,1012,3,0,0,3,8,1320,0,2009,0,47.6904,-122.395,1320,1536,9,9,1742400,1024144,9,0,0,9,64,1742400,0,4036081,0,2274.374252,14980.53603,1742400,2359296
319950,3,2.5,1980,9907,2,0,0,3,8,1980,0,1991,0,47.1903,-122.013,2050,9907,9,6.25,3920400,98148649,4,0,0,9,64,3920400,0,3964081,0,2226.924414,14887.17217,4202500,98148649
1.18E+06,5,5,3960,94089,2,0,0,3,10,3960,0,1998,0,47.38,-122.011,2240,64468,25,25,15681600,8852739921,4,0,0,9,100,15681600,0,3992004,0,2244.8644,14886.68412,5017600,4156123024
381000,4,2.5,2130,6003,2,0,0,3,8,2130,0,2003,0,47.4518,-122.12,1940,4529,16,6.25,4536900,36036009,4,0,0,9,64,4536900,0,4012009,0,2251.673323,14913.2944,3763600,20511841
256900,3,2.5,1720,3951,2,0,0,3,7,1720,0,1992,0,47.4033,-122.187,1720,3605,9,6.25,2958400,15610401,4,0,0,9,49,2958400,0,3968064,0,2247.072851,14929.66297,2958400,12996025
346000,5,1,1790,30456,1,0,0,4,7,1350,440,1964,0,47.3469,-122.195,2420,35647,25,1,3204100,927567936,1,0,0,16,49,1822500,193600,3857296,0,2241.72894,14931.61803,5856400,1270708609
465000,2,2.25,1390,1222,3,0,0,3,7,1340,50,2009,0,47.6754,-122.121,1480,1369,4,5.0625,1932100,1493284,9,0,0,9,49,1795600,2500,4036081,0,2272.943765,14913.53864,2190400,1874161
545000,3,2,1900,9975,1,0,0,3,8,1500,400,1973,0,47.5307,-122.054,2140,9825,9,4,3610000,99500625,1,0,0,9,64,2250000,160000,3892729,0,2259.167442,14897.17892,4579600,96530625
516000,2,1.75,1640,3090,1,0,0,4,7,910,730,1925,0,47.679,-122.319,1510,4120,4,3.0625,2689600,9548100,1,0,0,16,49,828100,532900,3705625,0,2273.287041,14961.93776,2280100,16974400
550000,4,2.5,2700,5100,1,0,0,4,8,1440,1260,1968,0,47.5331,-122.384,1880,5100,16,6.25,7290000,26010000,1,0,0,16,64,2073600,1587600,3873024,0,2259.395596,14977.84346,3534400,26010000
339950,4,2.25,2200,7150,2,0,0,4,7,2200,0,1990,0,47.3595,-122.089,1740,7150,16,5.0625,4840000,51122500,4,0,0,16,49,4840000,0,3960100,0,2242.92224,14905.72392,3027600,51122500
417000,3,1,1310,8514,1,0,0,4,7,1310,0,1953,0,47.7502,-122.353,1310,8514,9,1,1716100,72488196,1,0,0,16,49,1716100,0,3814209,0,2280.0816,14970.25661,1716100,72488196
906000,4,2.5,2480,5000,1,0,3,3,8,1480,1000,1951,0,47.6653,-122.272,2240,6071,16,6.25,6150400,25000000,1,0,9,9,64,2190400,1000000,3806401,0,2271.980824,14950.44198,5017600,36857041
980000,4,2.25,3010,9800,2,0,0,4,9,3010,0,1973,0,47.5336,-122.223,2510,9800,16,5.0625,9060100,96040000,4,0,0,16,81,9060100,0,3892729,0,2259.443129,14938.46173,6300100,96040000
555000,4,2.5,2450,5079,2,0,0,3,9,2450,0,2001,0,47.5214,-122.191,2690,6675,16,6.25,6002500,25796241,4,0,0,9,81,6002500,0,4004001,0,2258.283458,14930.64048,7236100,44555625
468000,2,1.75,1250,7029,1,0,0,4,7,1250,0,1986,0,47.6936,-122.186,1680,8470,4,3.0625,1562500,49406841,1,0,0,16,49,1562500,0,3944196,0,2274.679481,14929.4186,2822400,71740900
378000,3,1.75,2610,117176,1,0,0,3,7,1390,1220,1981,0,47.2585,-121.925,2140,142005,9,3.0625,6812100,13730214976,1,0,0,9,49,1932100,1488400,3924361,0,2233.365822,14865.70563,4579600,20165420025
430000,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,0,47.4821,-122.108,1420,16020,16,6.25,4040100,256640400,2.25,0,0,25,64,4040100,0,3849444,0,2254.54982,14910.36366,2016400,256640400
730100,4,2.5,3120,14300,2,0,0,3,9,3120,0,2003,0,47.5318,-122.055,2580,10005,16,6.25,9734400,204490000,4,0,0,9,81,9734400,0,4012009,0,2259.272011,14897.42303,6656400,100100025
219000,4,1.5,1370,7944,1.5,0,0,3,7,1370,0,1961,0,47.4224,-122.289,1370,9181,16,2.25,1876900,63107136,2.25,0,0,9,49,1876900,0,3845521,0,2248.884022,14954.59952,1876900,84290761
570000,3,2.5,2420,11953,1,0,0,3,9,2420,0,1990,0,47.6285,-122.054,2420,12215,9,6.25,5856400,142874209,1,0,0,9,81,5856400,0,3960100,0,2268.474012,14897.17892,5856400,149206225
262500,4,2.75,1500,7036,1,0,0,3,7,1060,440,1979,0,47.3665,-122.276,1620,7200,16,7.5625,2250000,49505296,1,0,0,9,49,1123600,193600,3916441,0,2243.585322,14951.42018,2624400,51840000
525000,5,2.5,2630,9216,2,0,0,3,8,2630,0,2003,0,47.7379,-121.966,2020,4980,25,6.25,6916900,84934656,4,0,0,9,64,6916900,0,4012009,0,2278.907096,14875.70516,4080400,24800400
520000,2,1,950,3880,1,0,0,4,6,950,0,1919,0,47.687,-122.389,1660,3880,4,1,902500,15054400,1,0,0,16,36,902500,0,3682561,0,2274.049969,14979.06732,2755600,15054400
417400,3,3,2680,12285,1,0,0,4,8,2680,0,1970,0,47.4633,-122.196,2610,9558,9,9,7182400,150921225,1,0,0,16,64,7182400,0,3880900,0,2252.764847,14931.86242,6812100,91355364
788000,4,3.25,3680,5759,2,0,0,3,9,2840,840,2003,0,47.5367,-122.067,3620,6006,16,10.5625,13542400,33166081,4,0,0,9,81,8065600,705600,4012009,0,2259.737847,14900.35249,13104400,36072036
320000,3,1,1270,7400,1,0,2,4,7,1270,0,1956,0,47.4831,-122.191,1800,7400,9,1,1612900,54760000,1,0,4,16,49,1612900,0,3825936,0,2254.644786,14930.64048,3240000,54760000
950000,6,1,2330,5000,1.5,0,0,4,7,2330,0,1920,0,47.6789,-122.397,1570,5000,36,1,5428900,25000000,2.25,0,0,16,49,5428900,0,3686400,0,2273.277505,14981.02561,2464900,25000000
255000,3,1,960,8100,1,0,0,3,7,960,0,1955,0,47.7766,-122.307,1120,8100,9,1,921600,65610000,1,0,0,9,49,921600,0,3822025,0,2282.603508,14959.00225,1254400,65610000
260000,4,2.5,1990,6671,2,0,0,3,7,1990,0,1989,0,47.3078,-122.358,1862,6566,16,6.25,3960100,44502241,4,0,0,9,49,3960100,0,3956121,0,2238.027941,14971.48016,3467044,43112356
394000,3,1,1450,7930,1,0,0,4,6,1150,300,1923,0,47.5212,-122.371,1040,7740,9,1,2102500,62884900,1,0,0,16,36,1322500,90000,3697929,0,2258.264449,14974.66164,1081600,59907600
575000,4,2.5,2280,27441,2,0,0,3,8,2280,0,1996,0,47.7628,-122.123,2350,35020,16,6.25,5198400,753008481,4,0,0,9,64,5198400,0,3984016,0,2281.285064,14914.02713,5522500,1226400400
1.25E+06,4,2.25,1830,7200,2,0,2,3,8,1750,80,1923,0,47.6315,-122.282,3100,7200,16,5.0625,3348900,51840000,4,0,4,9,64,3062500,6400,3697929,0,2268.759792,14952.88752,9610000,51840000
385000,3,2.25,1650,7800,1,0,0,3,7,1260,390,1969,0,47.7377,-122.197,1760,8268,9,5.0625,2722500,60840000,1,0,0,9,49,1587600,152100,3876961,0,2278.888001,14932.10681,3097600,68359824
456000,5,2.75,2720,193406,1,0,4,4,7,1700,1020,1968,0,47.2838,-122.121,2820,248292,25,7.5625,7398400,37405880836,1,0,16,16,49,2890000,1040400,3873024,0,2235.757742,14913.53864,7952400,61648917264
637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,0,47.6772,-122.285,1750,5304,16,6.25,2924100,25000000,1,0,0,9,64,1232100,360000,3916441,0,2273.1154,14953.62123,3062500,28132416
485000,5,1.5,1420,9900,1,0,0,3,7,1050,370,1964,0,47.6348,-122.118,1580,8075,25,2.25,2016400,98010000,1,0,0,9,49,1102500,136900,3857296,0,2269.074171,14912.80592,2496400,65205625
315275,3,1.75,1440,8040,1,0,0,3,7,960,480,1951,0,47.7128,-122.306,1500,8040,9,3.0625,2073600,64641600,1,0,0,9,49,921600,230400,3806401,0,2276.511284,14958.75764,2250000,64641600
252500,2,1.5,1280,8710,1,0,0,3,7,1280,0,1967,0,47.4472,-122.16,1520,9375,4,2.25,1638400,75864100,1,0,0,9,49,1638400,0,3869089,0,2251.236788,14923.0656,2310400,87890625
240000,2,1,1320,24319,1,0,0,3,7,1320,0,1966,0,47.4741,-122.015,1430,98445,4,1,1742400,591413761,1,0,0,9,49,1742400,0,3865156,0,2253.790171,14887.66022,2044900,9691418025
790000,4,2.5,2560,12760,1,0,0,4,7,1760,800,1949,0,47.6947,-122.303,1760,6384,16,6.25,6553600,162817600,1,0,0,16,49,3097600,640000,3798601,0,2274.784408,14958.02381,3097600,40755456
310000,3,1,1480,7830,1,0,0,3,7,1480,0,1952,0,47.7703,-122.336,1450,7830,9,1,2190400,61308900,1,0,0,9,49,2190400,0,3810304,0,2282.001562,14966.0969,2102500,61308900
1.25E+06,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,47.5075,-122.389,2500,14960,16,6.25,8761600,409657600,4,0,16,16,100,8761600,0,3940225,0,2256.962556,14979.06732,6250000,223801600
425000,2,1,1160,5038,1,0,0,5,7,740,420,1942,0,47.5304,-122.38,1160,5076,4,1,1345600,25381444,1,0,0,25,49,547600,176400,3771364,0,2259.138924,14976.8644,1345600,25765776
548000,3,2.5,2110,4099,2,0,0,3,8,2110,0,2001,0,47.7508,-122.17,2110,4871,9,6.25,4452100,16801801,4,0,0,9,64,4452100,0,4004001,0,2280.138901,14925.5089,4452100,23726641
379880,3,2.5,1650,14054,1,0,0,4,7,1130,520,1986,0,47.4821,-122.017,1940,87555,9,6.25,2722500,197514916,1,0,0,16,49,1276900,270400,3944196,0,2254.54982,14888.14829,3763600,7665878025
530000,3,2.5,1950,9906,2,0,0,3,8,1950,0,1988,0,47.6363,-122.025,1860,7689,9,6.25,3802500,98128836,4,0,0,9,64,3802500,0,3952144,0,2269.217078,14890.10063,3459600,59120721
695000,3,2.25,2600,220300,1.5,0,0,5,8,2120,480,1977,0,47.4562,-122.016,2760,215600,9,5.0625,6760000,48532090000,2.25,0,0,25,64,4494400,230400,3908529,0,2252.090918,14887.90426,7617600,46483360000
435000,3,1,1270,4000,1.5,0,2,3,7,1270,0,1928,0,47.5695,-122.376,1560,4000,9,1,1612900,16000000,2.25,0,4,9,49,1612900,0,3717184,0,2262.85733,14975.88538,2433600,16000000
